full_text,class
porque efectue todas las operaciones que tenia programadas,positivo
atencion de calidad,positivo
por su atencion que son muy cordiales,positivo
porque me brindaron buena informacion,positivo
una atencion muy calida y amable,positivo
atencion cordial y rapida,positivo
porque me dieron buena atencion,positivo
porque me brindaron informacion hacerca de los ahorros que tienen  y me dieron informacion que fue muy buena para poder seguir con el bcp hacerca de como ahorrar gracias bcp,positivo
porque la persona que me atendio fue muy eficiente y amable,positivo
muy buena atencion la persona encargada que me atendio fue amable y paciente con la atencion,positivo
recibi muy buena atencion de parte de la persona encargada en la ventanilla,positivo
fui a renovar mi tarjeta de debito y el proceso fue rapido y facil,positivo
rapidez   trato   orden,positivo
porque me atendieron bien,positivo
la atencion es rapida y amable  una pregunta cada vez que voy al banco hacen esta encuesta,positivo
atencion rapida el personal muy conocedor y gentil,positivo
no he tenido hasta haorita ningun problema con la targeta bcp,positivo
por que siempre me dio un buen servicio,positivo
porque me dieron una atencion amable y rapida ,positivo
rapidez,positivo
porque no demore casi nada la atencion fue rapida,positivo
atencion rapida,positivo
porque la atencion es rapida en esa agencia,positivo
atencion rapida en ventanilla,positivo
me atendieron muy rapido tambien por que no habia gente en las ventanillas,positivo
es una agencia q te atiende con amabilidad,positivo
excelente atencion  rapidez amables  en general muy satisfecho,positivo
por la atencion,positivo
porque me atienden muy bien siempre sonrientes,positivo
porque siempre que va el personal que envio no tengo ninguna queja,positivo
la atencion fue rapida,positivo
por la excelente atencion de la señorita patricia rubio me ayudo en todas las dudas que tenia de una manera rapida y muy amable,positivo
buena atencion,positivo
s,positivo
trato muy amable el señor cajero del bcp que me atendio aun mas a mi concepto personal este joven deberia ser supervisor de cajas    por otro lado en referencia a los cajeros automaticos multifuncion del bcp estos deberian tener la funcion de pago a tarjetas de credito tambien cuando uno tiene en la mano el dinero en efectivo y quiere realizar una operacion de pago directo caracteristica que a la fecha solo los cajeros atm del bcp no cuentan lamentablemente estos atm del bcp solo se puede hacer pagos pero desde una cuenta cargo existente del titular en el bcp,positivo
buena atencion del personal,positivo
la buena atencion y la informacion brindada,positivo
si totalmente el personal es amable educado  encantadores   tienen modales  gracias por favor no cambien,positivo
porque me atendieron muy bien y supieron resolver mis dudas,positivo
el personal que me atendio en ventanilla me ayudo con la dificultad que tenia y lo hizo de manera rapida y confiable,positivo
realice sin contratiempo el deposito que tenia que efectuar por el cajero multifuncional,positivo
rapidez y confianza,positivo
porque tuve una funcionaria que me atendio super bien me dio varias opciones y se noto que realmente conoce su chamba,positivo
porque fue muy rapida la atencion,positivo
x la rapidez y claridad de atencion,positivo
porque   creo que seria mejor si los cajeros fueran mas  creo k espn myspace pocos por casi siempre hay demasiada gente,positivo
porque me dieron una buenas sugerencias y fui muy bien atendido,positivo
porque encontre el el personal que me atendio amabilidadbuen trato y absolvieron mis interrogantes,positivo
excelente atencion,positivo
atencion agil y rapida,positivo
muy buena atencion,positivo
atencion rapida en ventanillas y plataforma pero faltan cajeros automaticos y personal para orientacion,positivo
la atencion fue muy gentil,positivo
por atencion rapido y con la gente capasido,positivo
por la atencion inmediata y el buen servicio,positivo
me atendieron de una forma eficaz,positivo
la señorita me oriento de manera eficaz y amable,positivo
atencion rapida,positivo
por la atencion rapida y amable del personal de la agencia sobre toda por la sra de atencion al cliente y del joven que se encuentran en la entrada de la agencia siempre dispuestos ayudar en todo,positivo
atencion personalizada,positivo
el joven de plataforma me atendio rapido y soluciono mis dudas,positivo
muy bien toda la transaccion aunque no le escuchaba bien al encargado de ventanilla hablaba un poco bajo,positivo
muy eficaz la atencion que recibi,positivo
el joven de ventanilla fue muy amable y rapido,positivo
porque me atendieron rapidamente y absolvieron todas mis dudas,positivo
atencion como banca exclusiva y rapida,positivo
porque fui atendido muy amablemente y solucione mi inquietud,positivo
x el trato y la rapida atencion al publico,positivo
todo fue muy rapido la atencion eficiente,positivo
atencion rapida y cordial,positivo
atencion corecta,positivo
por la buena atencion de los cajeros,positivo
buena atencionpaciencia  paciencia  solucion de problemas  ofrecimiento de producto,positivo
la atencion fue muy rapida,positivo
atencion rapida,positivo
atencion cordial,positivo
porque realice una transferencia a otra cuenta  y pude realizarlo en la medida de lo esperado en la red de cajero automatico,positivo
porque la atencion fue rapida,positivo
la atencion es rapida y sobretodo la persona que atiende en ventanilla es muy accesible y atiende con mucha soltura,positivo
cumpli plenamente mi objetivo,positivo
porque lo que solicite esta a mi gusto,positivo
porque respondieron todas mis dudas y mis consultas,positivo
por el buen servicio de atencion que brindan,positivo
por la atencion a todos mis requerimientos,positivo
me ayudaron a solucionar mi incoveniente,positivo
fue una atencion rapida,positivo
el personal de atencion lo hizocorrectamentecorrectamente cumpliendo los procedimientos y con rapidez,positivo
fui a cambiar un token y me atendieron bien y rapido,positivo
porque no encuentro muchas colas de espera y la atencion es rapida y cordial,positivo
porque me han atendido como se debe,positivo
por el trato al cliente  la atencion muy bueno del personal,positivo
la atencion fue muy buena y grata,positivo
por la buena atencion del personal de atenciones a clientes y por el buen servicio en ventanilla y plataforma,positivo
me atienden super bien  los chicos ya me conocen,positivo
la atencion fue cordial y atendieron todas mis consultas,positivo
la rapidez y el buen trado que brindo la funcionaria,positivo
el personal es muy profesional y tiene mucha capacidad para entender y atender a sus clientes,positivo
la atencion es buena,positivo
transaccion simple y efectuada rapidamente en esta ocasion hubo poco tiempo de espera,positivo
atencion muy rapida,positivo
la agente pudo atender rapido eficiente y bien profesional nos brindo opciones para nuestra situacion y fue muy amigable,positivo
se hicieron bien todas las operaciones,positivo
no demore,positivo
atencion cortes,positivo
porque fueron amables,positivo
por la rapidez de atencion y la calidad de atencion,positivo
cercania a centro de trabajo rapidez para atencion,positivo
atencion y orientacion rapida por el personal del banco,positivo
porque realice el tramite que necesitaba realizar renovacion de tarjeta de debito,positivo
la señorita que me atendio lo hizo de manera muy amable y atenta,positivo
me entregaron duplicado de tarjeta de credito rapidamente,positivo
rapidez de la atencion,positivo
excelente atencion,positivo
es buena la atencion,positivo
atencion rapida,positivo
la atencion de la srta fue cordial y me brindo lo que necesite,positivo
pude hacer la gestion deseada en un tiempo aceptable,positivo
por que resolvio las dudas que tenia y me brindo un buen servicio,positivo
muy buena la atenciòny me dieron alternativas para sacar una tarjeta que ofresen,positivo
si,positivo
me atienden amablemente,positivo
por que siempre q voy me atienden muy bien,positivo
tienen buena atencion al cliente a mejorado mucho,positivo
por la buena y rapida atencion al cliente,positivo
por el buen trato y la disponibilidad eficiente que da la agencia aunque es reducido el espacio,positivo
la atencion fue rapida y eficiente,positivo
me atendieron rapido,positivo
la señorita fue muy amable y atenta,positivo
su atencion fue rapida,positivo
por la atencion,positivo
buena atencion del personal muy amable y paciente,positivo
todo bien,positivo
velocidad de atencion a pesar de la tarjeta y la edad,positivo
porque la persona encargada de atenderme fue muy cortes y con alta expectativa ,positivo
muy buena atencion,positivo
buena atencion y rapida,positivo
buena atencion,positivo
por la rapidez y trato amable,positivo
por que me atendieron con amabilidad y respeto,positivo
por la rapidez en su atencion,positivo
muy buena la atencion,positivo
me atendieron rapido y no me  hostigaron  tratando de venderme productos aunque si trataron amablemente no hubo problemas con el cajero y la señorita que me atendio fue amable,positivo
por la atencion brindada,positivo
los empleados de ventanilla fueron sumamente amables,positivo
rapidez en la atencion,positivo
atencion normal,positivo
por q la atencion es rapida y dan somucion a mis preguntas,positivo
atencion amable y rapida,positivo
por la rapida atencion,positivo
porque esta cerca ami domicilio la atencion fue excelente,positivo
no hubo mucha cola,positivo
atencion rapida,positivo
por que la atencion fue rapida y con gentileza por parte de la operadora,positivo
la atencion fue rapida y cubrio mi necesidad,positivo
el servicio fue rapido,positivo
porque te dan orientacion,positivo
atencion rapida e interes de personal en acercarse en informarme si tenia alguna promocion con el banco,positivo
por la atencion muy amable de su personal y la rapidez que hice mis tramites,positivo
atencion optima  ventanillas funcionando y jovenes muy motivados,positivo
la atencion fue de primera la srta paola me dio toda la informacion que necesite de manera clara estoy muy contenta por su atencion,positivo
